Facility Name,Opening Days and Hours,Phone,Latitude,Longitude,Formatted Address,Primary Type,Accessibility Options,Maps URI,Website URI
ZDRAVSTVENI DOM ČRNOMELJ-fizioterapija in ostale dejavnosti na sekundarnem nivoju brez zobozdravstva,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,+386 7 306 17 00,45.575485199999996,15.1875366,"Delavska pot 4, 8340 Črnomelj, Slovenia",government_office,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=4109291237105149226,https://zd-crnomelj.si/
ZDRAVSTVENI DOM ČRNOMELJ-zobozdravstvo,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,+386 7 306 17 00,45.575485199999996,15.1875366,"Delavska pot 4, 8340 Črnomelj, Slovenia",government_office,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=4109291237105149226,https://zd-crnomelj.si/
ZDRAVSTVENI DOM ŠENTJUR,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,+386 3 746 24 00,46.214608999999996,15.393850899999997,"Cesta Leona Dobrotinška 3b, 3230 Šentjur, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=12168385357529350508,http://www.zd-sentjur.si/
ZDRAVSTVENI DOM ŠMARJE PRI JELŠAH,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,+386 3 818 37 00,46.229254,15.5161,"Celjska cesta 16, 3240 Šmarje pri Jelšah, Slovenia",government_office,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=10566387703289612209,
ZDRAVSTVENI DOM-OSNOVNO VARSTVO NOVA GORICA,,+386 5 338 32 00,45.958840699999996,13.644584799999999,"Cankarjeva ul. 24, 5000 Nova Gorica, Slovenia",government_office,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=1585595673784056996,https://www.zd-go.si/
ZDRAVSTVENI ZAVOD ARTDENT BLED,Monday: 2:00 – 7:30 PM; Tuesday: 7:00 AM – 7:30 PM; Wednesday: 7:00 AM – 1:00 PM; Thursday: 7:00 AM – 1:00 PM; Friday: 7:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,+386 41 786 280,46.374471199999995,14.091755899999999,"Kolodvorska cesta 3 c, 4260 Bled, Slovenia",dentist,wheelchairAccessibleParking,https://maps.google.com/?cid=308398657822191146,http://www.artdent.si/
ZDRAVSTVENI ZAVOD BELDENT IZOLA,,+386 41 377 181,45.5119111,13.6578459,"Šared 51, 6310 Izola, Slovenia",point_of_interest,,https://maps.google.com/?cid=14357080112702988481,
ZDRAVSTVENI ZAVOD DENTAN KOPER,Monday: 8:00 AM – 4:00 PM; Tuesday: 8:00 AM – 4:00 PM; Wednesday: 12:30 – 8:00 PM; Thursday: 12:30 – 8:00 PM; Friday: 7:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,+386 5 628 38 50,45.5385133,13.7115833,"Benčičeva ulica 2d, 6000 Koper, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=8243383727584263614,https://www.dentan.si/
ZDRAVSTVENI ZAVOD DENTARTES KOPER,,+386 5 626 02 28,45.5457879,13.728000199999999,"Vlačičeva ulica 2a, 6000 Koper, Slovenia",,wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=17052985606018430869,
ZDRAVSTVENI ZAVOD DENTOR,Monday: 1:00 – 8:00 PM; Tuesday: 1:00 – 8:00 PM; Wednesday: 7:00 AM – 2:00 PM; Thursday: 7:00 AM – 2:00 PM; Friday: 7:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 31 336 416,46.245143999999996,14.362713699999997,"Žanova ulica 3, 4000 Kranj, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=1660095430676896926,http://www.dentor.si/
ZDRAVSTVENI ZAVOD FAGANELJ BUT MARIBOR,Monday: 12:00 – 8:30 PM; Tuesday: 11:00 AM – 6:30 PM; Wednesday: 7:30 AM – 2:30 PM; Thursday: 7:30 AM – 2:30 PM; Friday: 7:30 AM – 12:30 PM; Saturday: Closed; Sunday: Closed,+386 2 252 37 60,46.561260999999995,15.634710299999998,"Gosposvetska cesta 41, 2000 Maribor, Slovenia",,wheelchairAccessibleParking,https://maps.google.com/?cid=6458575936293372941,
ZDRAVSTVENI ZAVOD MEDICINSKI CENTER ŠINIGOJ,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 2:00 PM; Thursday: 8:00 AM – 2:00 PM; Friday: 8:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,+386 5 850 11 50,45.9576438,13.646697,"Bevkov trg 6, 5000 Nova Gorica, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=10725039269038107812,http://www.ditera.eu/
ZDRAVSTVENI ZAVOD MIRADENT KOPER Mirjana Tavčar dr.dent.med.,Monday: Closed; Tuesday: Closed; Wednesday: 2:00 – 7:00 PM; Thursday: 2:00 – 7:00 PM; Friday: 11:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,+386 41 474 737,45.547239,13.7382923,"Ferrarska ulica 30, 6000 Koper, Slovenia",dentist,,https://maps.google.com/?cid=986992467848660978,http://www.dentiva-obala.com/
ZDRAVSTVENI ZAVOD ODONTO HRPELJE,Monday: 8:00 AM – 6:30 PM; Tuesday: 7:00 AM – 7:00 PM; Wednesday: 7:00 AM – 4:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 7:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 31 349 373,45.6072985,13.943281299999999,"Borova ulica 2,Hrpelje, Borova ulica 2, 6240 Kozina, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=13472889853649882659,http://odonto.eu/
ZDRAVSTVENI ZAVOD ORTODONTIJA VALANT,Monday: 7:00 AM – 8:00 PM; Tuesday: 7:00 AM – 8:00 PM; Wednesday: 7:00 AM – 8:00 PM; Thursday: 7:00 AM – 8:00 PM; Friday: 7:00 AM – 3:00 PM; Saturday: 8:00 AM – 3:00 PM; Sunday: Closed,+386 80 1171,46.0774703,14.4850657,"Rakuševa ulica 16, 1000 Ljubljana, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=6320372426164746337,http://www.luxdental.si/
ZDRAVSTVENI ZAVOD V. DENS IZOLA Verdan Vidaković dr.dent.med.,Monday: 12:00 – 8:00 PM; Tuesday: 7:00 AM – 2:30 PM; Wednesday: 7:00 AM – 2:30 PM; Thursday: 12:00 – 8:00 PM; Friday: 7:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 5 664 72 46,45.544697799999994,13.727759500000001,"Pristaniška ulica 6, 6000 Koper, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=6970700832088300048,https://vdens.com/
ZDRAVSTVENI ZAVOD VARIX KOPER,,+386 5 641 40 54,45.5489448,13.7272596,"Glagoljaška ulica 1, 6000 Koper, Slovenia",point_of_interest,,https://maps.google.com/?cid=10116532030313537561,
ZDRAVSTVENI ZAVOD ZDRAVJE,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,+386 1 436 82 17,46.0601832,14.5149966,"Vilharjev podhod 1, 1000 Ljubljana, Slovenia",,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=2790546150295769572,http://zzzdravje.si/si/kontakti
ZDRAVSTVO BERIC D.O.O.,Monday: 7:00 AM – 8:00 PM; Tuesday: 7:00 AM – 8:00 PM; Wednesday: 7:00 AM – 8:00 PM; Thursday: 7:00 AM – 8:00 PM; Friday: 7:00 AM – 8:00 PM; Saturday: 8:00 AM – 7:00 PM; Sunday: Closed,+386 1 242 86 20,46.0382761,14.481331699999998,"Gerbičeva ulica 101, 1000 Ljubljana, Slovenia",home_improvement_store,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom; wheelchairAccessibleSeating,https://maps.google.com/?cid=15411080827792041978,https://www.merkur.si/merkur-ljubljana-vic
ZGODBE NASMEHOV d.o.o.,Monday: 8:00 AM – 7:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 7:30 AM – 1:30 PM; Saturday: Closed; Sunday: Closed,+386 1 831 16 12,46.2037088,14.5974603,"Ljubljanska cesta 33b, 1241 Kamnik, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=16071992911782061138,http://zobozdravnik-kamnik.si/
ZGORNJESAVINJSKI ZDRAVSTVENI DOM NAZARJE,Monday: 6:00 AM – 8:00 PM; Tuesday: 6:00 AM – 8:00 PM; Wednesday: 6:00 AM – 8:00 PM; Thursday: 6:00 AM – 8:00 PM; Friday: 6:00 AM – 8:00 PM; Saturday: 7:00 AM – 7:00 PM; Sunday: 7:00 AM – 7:00 PM,+386 3 839 24 83,46.317223299999995,14.946813200000001,"Zadrečka cesta 14, 3331 Nazarje, Slovenia",government_office,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=8054709417782380408,https://www.zgornjesavinjski-zd.si/
ZO-LA ZOBOZDRAVSTVO LAZAREVIĆ D.O.O.,,+386 2 558 80 80,46.8015518,16.092081,"Grad 187, 9264 Grad, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=17275712295394484937,
ZOB d.o.o.,,+386 599 40326,45.9653225,14.2876148,"Med vrtovi 8, 1360 Vrhnika, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=11996240874234693099,
ZOBNA AMBULANTA - RITUPER BOJNEC MIRA,,+386 2 542 21 73,46.6087305,16.2321113,"Kocljevo naselje 9, 9231 Beltinci, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=17033684034146777853,
ZOBNA AMBULANTA ANDREJ DEVETAK DR.DENT.MED.,,+386 5 641 51 95,45.534278,13.663838,"Kajuhova ulica 1a, 6310 Izola, Slovenia",dental_clinic,,https://maps.google.com/?cid=129003730418550107,https://www.informacija.net/podjetja/prosti-cas-in-zdravje/zdravje/zobna-ordinacija-devetak-andrej-dr-dent-med
ZOBNA AMBULANTA FILIPOVIĆ d.o.o.,,+386 5 301 30 00,45.8895912,13.6693193,"Trg 41, 5292 Renče, Slovenia",dental_clinic,wheelchairAccessibleParking,https://maps.google.com/?cid=1177118848413149127,
ZOBNA AMBULANTA KREUTZ D.O.O.,,+386 4 588 12 62,46.4853819,13.7824508,"Koroška ulica 2, 4280 Kranjska Gora, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=16847839418858964507,http://www.dr-kreutz.net/kontakt-in-lokacija.html
ZOBNA AMBULANTA MAKOLE MIROSLAV KOVAČIČ DR. DENT. MED.,Monday: 7:30 AM – 2:00 PM; Tuesday: 1:00 – 7:30 PM; Wednesday: 1:00 – 7:30 PM; Thursday: 7:30 AM – 2:00 PM; Friday: 7:30 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 2 803 05 69,46.317353499999996,15.667286599999999,"Makole 28, 2321 Makole, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=17202871557590009065,
ZOBNA AMBULANTA MANJA CIGLER DR.DENT.MED.,Monday: 12:30 – 8:00 PM; Tuesday: 7:30 AM – 2:30 PM; Wednesday: 10:30 AM – 6:30 PM; Thursday: 7:30 AM – 2:30 PM; Friday: 7:30 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,+386 40 988 974,46.5069758,15.0823451,"Partizanska pot 16, 2380 Slovenj Gradec, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=7653394952354828999,
ZOBNA AMBULANTA MAŠA OSTAŠEVSKI POZNE DR. DENT. MED.,,+386 2 843 27 68,46.3955311,15.5623472,"Partizanska ulica 30, 2310 Slovenska Bistrica, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=14031382982016214497,
ZOBNA AMBULANTA MIRKO LUKAČ DR.DENT.MED.,Monday: 2:00 – 8:00 PM; Tuesday: 1:00 – 7:00 PM; Wednesday: 7:00 AM – 1:30 PM; Thursday: 7:00 AM – 1:30 PM; Friday: 7:00 AM – 1:30 PM; Saturday: Closed; Sunday: Closed,+386 2 577 14 63,46.5633728,16.4522993,"Mlinska ulica 3, 9220 Lendava, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=13173574151702862568,
ZOBNA AMBULANTA MOJCA GREGORIČ KOVAČIČ DR.DENT.MED.,Monday: 1:00 – 7:30 PM; Tuesday: 7:00 AM – 2:00 PM; Wednesday: 7:00 AM – 2:00 PM; Thursday: 12:30 – 8:00 PM; Friday: 7:00 AM – 1:30 PM; Saturday: Closed; Sunday: Closed,+386 2 801 91 15,46.3873138,15.447152099999998,"Ulica Pohorskega bataljona 11, 2317 Oplotnica, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=2906635982035369720,
ZOBNA AMBULANTA RIHARD KULČAR de.dent.med.,Monday: 7:00 AM – 3:00 PM; Tuesday: 7:00 AM – 3:00 PM; Wednesday: 7:00 AM – 3:00 PM; Thursday: 4:00 – 8:30 PM; Friday: 12:00 – 6:30 PM; Saturday: Closed; Sunday: Closed,+386 2 574 23 53,46.5618609,16.452702,"Mlinska ulica 6, 9220 Lendava, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=2522577886655298777,
ZOBNA AMBULANTA S KONCESIJO DEKANI HELENA POLES DR.DENT.MED.,Monday: 7:30 AM – 1:00 PM; Tuesday: 1:00 – 6:00 PM; Wednesday: 1:00 – 6:00 PM; Thursday: 7:30 AM – 1:00 PM; Friday: 7:30 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,+386 5 658 00 84,45.5489877,13.8127441,"Dekani 209, 6271 Dekani, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=3857554544153313815,http://www.zobozdravnik-poles.si/
ZOBNA AMBULANTA TREIBER PLEH ESTERA DR.DENT.MED.,Monday: 12:30 – 7:30 PM; Tuesday: 12:30 – 7:30 PM; Wednesday: 7:00 AM – 2:00 PM; Thursday: 7:00 AM – 2:00 PM; Friday: 7:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 2 578 97 30,46.5619649,16.4525908,"Mlinska ulica 6, 9220 Lendava, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=1918405344203571747,
ZOBNA AMBULANTA ZA ODRASLE ŠUČUR VERICA DR. DENT. MED.,Monday: 12:30 – 7:30 PM; Tuesday: 12:30 – 7:00 PM; Wednesday: 7:00 AM – 1:30 PM; Thursday: 7:00 AM – 1:30 PM; Friday: 7:00 AM – 1:30 PM; Saturday: Closed; Sunday: Closed,+386 64 116 777,46.421738,15.8738345,"Potrčeva cesta 4a, 2250 Ptuj, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=11020109515694279283,https://vs-dental.com/
ZOBNA AMBULANTA dr. KURILJ d.o.o.,Monday: 12:30 – 7:30 PM; Tuesday: 7:30 AM – 2:30 PM; Wednesday: 7:30 AM – 2:30 PM; Thursday: 12:00 – 7:00 PM; Friday: 7:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 2 771 16 11,46.424855799999996,15.876720799999998,"Potrčeva cesta 17, 2250 Ptuj, Slovenia",dentist,wheelchairAccessibleParking,https://maps.google.com/?cid=13683075973732863559,
ZOBNA ORDINACIJA BARBARA RAŽEN S.P.,,+386 1 832 35 44,46.187052099999995,14.491288599999999,"Kopitarjev trg 1, 1217 Vodice, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=11331936915389473338,
ZOBNA ORDINACIJA BOJANA VOČANEC d.o.o. - lokacija Šentilj,Monday: 1:00 – 8:00 PM; Tuesday: 7:00 AM – 2:00 PM; Wednesday: 1:00 – 8:00 PM; Thursday: 7:00 AM – 2:00 PM; Friday: 7:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 2 645 61 05,46.6975777,15.736845,"Sladki Vrh 5, 2214 Sladki Vrh, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=3941613317254506497,
ZOBNA ORDINACIJA GORKIČ D.O.O.,Monday: 1:00 – 7:30 PM; Tuesday: 7:00 AM – 2:00 PM; Wednesday: 7:00 AM – 2:00 PM; Thursday: 1:00 – 7:30 PM; Friday: 7:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 5 395 13 14,46.0803661,13.6354291,"Morsko 1, 5213 Kanal, Slovenia",dental_clinic,wheelchairAccessibleParking,https://maps.google.com/?cid=907914946712752830,http://www.zobozdravstvo-gorkic.si/
ZOBNA ORDINACIJA MATEJ HASAJ DR. DENT. MED.,Monday: 1:00 – 6:15 PM; Tuesday: 8:00 AM – 12:30 PM; Wednesday: 8:00 AM – 12:30 PM; Thursday: 1:00 – 6:15 PM; Friday: 8:00 AM – 12:30 PM; Saturday: Closed; Sunday: Closed,+386 2 252 65 12,46.559097,15.637163099999999,"Koroška cesta 52, 2000 Maribor, Slovenia",dentist,wheelchairAccessibleEntrance,https://maps.google.com/?cid=10556782148107112334,
ZOBNA VILA BL zobozdravstvena dejavnost d.o.o.,,+386 41 384 053,46.0474129,14.469523400000002,"Gabrščkova ulica 91, 1000 Ljubljana, Slovenia",dental_clinic,wheelchairAccessibleParking,https://maps.google.com/?cid=1240433901199607236,
ZOBNA ZOBOZDRAVSTVENA DEJAVNOST D.O.O.,Monday: 12:00 – 8:00 PM; Tuesday: 12:00 – 8:00 PM; Wednesday: 7:00 AM – 3:00 PM; Thursday: 7:00 AM – 3:00 PM; Friday: 7:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,+386 1 365 14 70,46.0215448,14.416102700000001,"Podpeška cesta 14, 1351 Brezovica pri Ljubljani, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=14071759938810249084,http://www.zobna.si/
ZOBNI ATELJE d.o.o.,Monday: 7:30 AM – 3:30 PM; Tuesday: 7:30 AM – 2:30 PM; Wednesday: 7:30 AM – 2:30 PM; Thursday: 7:30 AM – 2:30 PM; Friday: 7:30 AM – 1:30 PM; Saturday: Closed; Sunday: Closed,+386 41 991 083,46.561247400000006,15.6533359,"Cankarjeva ulica 6, 2000 Maribor, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=8802620906512412358,
ZOBOMIŠKA - Zasebna zobna ambulanta,,+386 7 332 30 17,45.8162498,15.158225,"Kočevarjeva ulica 40, 8000 Novo mesto, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=14628669876159343613,http://www.zobomiska.si/
ZOBOZDRAVNIKRECELJ.SI,Monday: 8:00 AM – 7:00 PM; Tuesday: 8:00 AM – 4:00 PM; Wednesday: 2:00 – 8:00 PM; Thursday: 8:00 AM – 4:00 PM; Friday: 8:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,+386 7 332 40 34,45.8148612,15.1548986,"Ljubljanska cesta 26, 8000 Novo mesto, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=15539802693646224427,http://www.zobozdravnikrecelj.si/
ZOBOZDRAVSTVENA AMBULANTA ZA ODRASLE IVANA KOMES DR. DENT. MED.,,+386 2 740 20 44,46.4072622,16.1433555,"Ulica dr. Hrovata 4, 2270 Ormož, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=15186980739700938489,
ZOBOZDRAVSTVENA DEJAVNOST KRISTINA ZIGANTE DR.DENT.MED.,,+386 41 600 149,45.5465969,13.734625099999999,"Vojkovo nabrežje 27, 6000 Koper, Slovenia",dental_clinic,,https://maps.google.com/?cid=15656868264092388232,https://www.moja-dejavnost.si/dober-zobodravnik-koper/kristina-zigante-drdentmed/MMxq_fjd
ZOBOZDRAVSTVENA ORDINACIJA NIELS UDIR DR.DENT.MED.,Monday: 2:00 – 9:00 PM; Tuesday: 9:00 AM – 3:00 PM; Wednesday: 9:00 AM – 3:00 PM; Thursday: 9:00 AM – 3:00 PM; Friday: 9:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,+386 4 255 13 82,46.3017726,14.4164734,"Belska cesta 42, 4205 Preddvor, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=11201514544017831337,http://www.ordinacijaudir.si/
ZOBOZDRAVSTVENI ZAVOD DOKTOR GOLČER,Monday: 7:00 AM – 7:30 PM; Tuesday: 7:00 AM – 7:30 PM; Wednesday: 7:00 AM – 7:30 PM; Thursday: 7:00 AM – 7:30 PM; Friday: 7:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 2 252 40 81,46.5632444,15.657521899999999,"Kopitarjeva ulica 2, 2000 Maribor, Slovenia",dental_clinic,wheelchairAccessibleRestroom,https://maps.google.com/?cid=15062397693086719867,http://www.golcer.si/
ZOBOZDRAVSTVENI ZAVOD G DENT KOPER,,,45.546503799999996,13.7052991,"Prisojna pot 10, 6000 Koper, Slovenia",point_of_interest,,https://maps.google.com/?cid=1263303807502365191,
ZOBOZDRAVSTVENI ZAVOD MEDICADENS ŠKORJA SORIĆ,,+386 5 672 03 80,45.475412600000006,13.6197319,"Sečovlje 44, 6333 Sečovlje, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=18352649483583593380,
ZOBOZDRAVSTVENI ZAVOD SOK ZLATKO SOK dr.dent.med.20537,Monday: 12:30 – 6:30 PM; Tuesday: 12:30 – 6:30 PM; Wednesday: 7:30 AM – 2:00 PM; Thursday: 7:30 AM – 2:00 PM; Friday: 7:30 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 2 740 84 04,46.4104684,16.0116752,"Gorišnica 65, 2272 Gorišnica, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=4139563515091018620,http://www.zzsok.si/
ZOBOZDRAVSTVO CIZERL d.o.o.,,+386 41 723 928,46.421683699999996,15.856074999999997,"Pot v Toplice 9, 2250 Ptuj, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=2277351018981455841,
ZOBOZDRAVSTVO DRGANC - ŠTORMAN D.O.O.,,+386 41 242 785,45.964054,15.486302299999998,"Cesta krških žrtev 43, 8270 Krško, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=535303984940453539,http://www.drganc-storman.si/
ZOBOZDRAVSTVO GRABAR zobozdravstvene in druge storitve d.o.o.,,+386 2 528 10 52,46.6559561,16.15588,"Cankarjeva ulica 113, 9000 Murska Sobota, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=4983804999467206259,https://www.moja-dejavnost.si/zobna-ambulanta-pomurje/zobna-ambulanta---grabar---krajnc-milena/MMxsKRl9
ZOBOZDRAVSTVO JUDEŽ zobozdravstvene storitve d.o.o.,Monday: 1:00 – 7:00 PM; Tuesday: 1:00 – 7:00 PM; Wednesday: 1:00 – 7:00 PM; Thursday: 7:00 AM – 1:00 PM; Friday: 7:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,+386 41 261 365,46.0473017,14.493279,"Tržaška c. 2, 1000 Ljubljana, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=16011511553776625007,http://www.3ddent.si/
ZOBOZDRAVSTVO KARKOS - MATEJA KARLIN SAMBOLEC dr.dent.med.,Monday: 12:30 – 7:00 PM; Tuesday: 7:30 AM – 2:00 PM; Wednesday: 1:00 – 7:30 PM; Thursday: 7:30 AM – 2:00 PM; Friday: 7:30 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 590 90400,46.0719918,14.4662377,"Brajnikova ulica 20, 1000 Ljubljana, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=10391335822809058425,http://www.karkos.si/
ZOBOZDRAVSTVO KRIŽNAR zobozdravstvene storitve d.o.o.,Monday: 7:00 AM – 8:00 PM; Tuesday: 7:00 AM – 8:00 PM; Wednesday: 7:00 AM – 8:00 PM; Thursday: 7:00 AM – 8:00 PM; Friday: 7:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 4 202 64 80,46.248647999999996,14.353225000000002,"Gosposvetska ulica 10a, 4000 Kranj, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=8808572644666370944,https://zobozdravnik-kriznar.si/
ZOBOZDRAVSTVO LUKAN d.o.o.,,+386 2 320 56 76,46.5502713,15.6411848,"Žolgarjeva ul. 7, 2000 Maribor, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=13967203528997203972,http://estetika-lukan.si/
