id,name,idProcedure,fullName
80,Pedopsihiatrična obravnava  - prva,1041P,Pedopsihiatrična obravnava  - prva
2593,"Pedopsihiatrična obravnava, terciar",3309,"Pedopsihiatrična obravnava, terciar"
1328,Perfuzijska scintigrafija miokarda v mirovanju za oceno viabilnosti miokarda,2413,Perfuzijska scintigrafija miokarda v mirovanju za oceno viabilnosti miokarda
1289,Perfuzijska scintigrafija miokarda z obremenitvijo,2412,Perfuzijska scintigrafija miokarda z obremenitvijo
1373,Perfuzijska scintigrafija možganov,2432,Perfuzijska scintigrafija možganov
477,Perimetrija,1480,Perimetrija
864,Perkutana anterogradna pielografija,1898,Perkutana anterogradna pielografija
2252,Perkutana anterogradna pielografija - otroci,2992,Perkutana anterogradna pielografija - otroci
558,Perkutana endoskopska jejunostomija,1594,Perkutana endoskopska jejunostomija
566,Perkutana holangiografija,1602,Perkutana holangiografija
2469,Perkutana implantacija aortne zaklopke - TAVI,3210,Perkutana implantacija aortne zaklopke - TAVI
347,Perkutana nefroskopija,1350,Perkutana nefroskopija
1169,Perkutana vstavitev peritonealnega katetra,2099,Perkutana vstavitev peritonealnega katetra
1783,Perkutani posegi na medvretenčnih ploščicah,2710,Perkutani posegi na medvretenčnih ploščicah
1372,PET/CT celega telesa  s 18F- holinom,2455,PET/CT celega telesa  s 18F- holinom
1384,PET/CT celega telesa s 18F- FDG,2452,PET/CT celega telesa s 18F- FDG
2533,PET/CT celega telesa z 18F-FDOPA,3260,PET/CT celega telesa z 18F-FDOPA
1337,PET/CT drugo,2458,PET/CT drugo
1343,PET/CT miokarda s 18F- FDG,2454,PET/CT miokarda s 18F- FDG
1336,PET/CT možganov s 18F- FDG,2453,PET/CT možganov s 18F- FDG
2537,PET/CT možganov z 18F-FET,3264,PET/CT možganov z 18F-FET
1389,PET/CT obščitnic  s 18F- holinom,2456,PET/CT obščitnic  s 18F- holinom
2538,PET/CT po SIRT,3265,PET/CT po SIRT
1997,PET/CT prostatičnega specifičnega membranskega antigena (PSMA),2778,PET/CT prostatičnega specifičnega membranskega antigena (PSMA)
1388,PET/CT somatostatinskih receptorjev,2457,PET/CT somatostatinskih receptorjev
444,Plastični poseg na obraznih kosteh,1447,Plastični poseg na obraznih kosteh
443,Plastični poseg na ožilju,1446,Plastični poseg na ožilju
74,Plastično kirurški pregled  - prvi,1038P,Plastično kirurški pregled  - prvi
1896,Plastično kirurški pregled otroka - prvi,2666P,Plastično kirurški pregled otroka - prvi
268,Pnevmonektomija,1271,Pnevmonektomija
425,Podkolenska amputacija,1428,Podkolenska amputacija
1529,Podporna tehnologija v fizikalni in rehabilitacijski medicini - prvi pregled,2534P,Podporna tehnologija v fizikalni in rehabilitacijski medicini - prvi pregled
2520,Poklicna rehabilitacija,3247,Poklicna rehabilitacija
2566,Poklicna rehabilitacija - prvi pregled,3247P,Poklicna rehabilitacija - prvi pregled
1786,Polisomnografija (PSG),2713,Polisomnografija (PSG)
2509,Polisomnografija v bolnišnici,3236,Polisomnografija v bolnišnici
628,Poseg na jeziku,1664,Poseg na jeziku
573,Poseg na mišičnoskeletnem sistemu- druga mesta,1609,Poseg na mišičnoskeletnem sistemu- druga mesta
195,"Poseg na mrežnici, žilnici ali zadnjem prekatu",1198,"Poseg na mrežnici, žilnici ali zadnjem prekatu"
2354,Poseg na očeh v splošni anesteziji - otroci,3094,Poseg na očeh v splošni anesteziji - otroci
201,Poseg na solznem aparatu,1204,Poseg na solznem aparatu
626,Poseg na uhlju,1662,Poseg na uhlju
627,Poseg na ustnicah,1663,Poseg na ustnicah
625,Poseg na vekah,1661,Poseg na vekah
199,Poseg na veki,1202,Poseg na veki
439,Poseg na žrelu,1442,Poseg na žrelu
1283,Poseg z YAG laserjem,2365,Poseg z YAG laserjem
442,Poseg zaradi pareze obraznega živca,1445,Poseg zaradi pareze obraznega živca
1080,Posegi na bobniču ali srednjem ušesu v lokalni anesteziji,2162,Posegi na bobniču ali srednjem ušesu v lokalni anesteziji
168,Posegi na češariki (epifizi),1171,Posegi na češariki (epifizi)
170,Posegi na hipofizi,1173,Posegi na hipofizi
1296,Posegi na hrbtenici zaradi vnetja,2401,Posegi na hrbtenici zaradi vnetja
1103,Posegi na jajčniku in/ali jajcevodu zaradi benigne patologije,2188,Posegi na jajčniku in/ali jajcevodu zaradi benigne patologije
1104,Posegi na jajčniku in/ali jajcevodu zaradi maligne patologije,2189,Posegi na jajčniku in/ali jajcevodu zaradi maligne patologije
1285,Posegi na koščicah srednjega ušesa,2376,Posegi na koščicah srednjega ušesa
1091,Posegi na mandljih in žrelnici pri otrocih v splošni anesteziji,2173,Posegi na mandljih in žrelnici pri otrocih v splošni anesteziji
1090,Posegi na mandljih pri odrasli v splošni anesteziji,2172,Posegi na mandljih pri odrasli v splošni anesteziji
1083,Posegi na mandljih v lokalni anesteziji,2165,Posegi na mandljih v lokalni anesteziji
1334,Posegi na mastoidni in temporalni kosti,2374,Posegi na mastoidni in temporalni kosti
1108,Posegi na maternici zaradi benigne patologije,2193,Posegi na maternici zaradi benigne patologije
1109,Posegi na maternici zaradi maligne patologije,2194,Posegi na maternici zaradi maligne patologije
567,Posegi na mišičnoskeletnem sistemu na vratu in prsnem košu,1603,Posegi na mišičnoskeletnem sistemu na vratu in prsnem košu
1350,Posegi na notranjem ušesu,2375,Posegi na notranjem ušesu
1081,Posegi na notranjem ušesu v lokalni anesteziji,2163,Posegi na notranjem ušesu v lokalni anesteziji
177,Posegi na roženici,1180,Posegi na roženici
186,"Posegi na šarenici, ciliarniku in sprednjem prekatu",1189,"Posegi na šarenici, ciliarniku in sprednjem prekatu"
1079,Posegi na ušesu v lokalni anesteziji,2161,Posegi na ušesu v lokalni anesteziji
314,Posegi na vranici,1317,Posegi na vranici
1114,Posegi na vulvi zaradi benigne patologije,2199,Posegi na vulvi zaradi benigne patologije
1112,Posegi na vulvi zaradi maligne patologije,2197,Posegi na vulvi zaradi maligne patologije
326,Posegi na želodcu,1329,Posegi na želodcu
1093,Posegi na žrelnici in bobniču pri otrocih v splošni anesteziji,2175,Posegi na žrelnici in bobniču pri otrocih v splošni anesteziji
1092,Posegi na žrelnici pri otrocih v splošni anesteziji,2174,Posegi na žrelnici pri otrocih v splošni anesteziji
262,Posegi v grlu,1265,Posegi v grlu
1115,Posegi v maternični votlini v splošni anesteziji v dnevni bolnišnici,2200,Posegi v maternični votlini v splošni anesteziji v dnevni bolnišnici
1310,Posegi v nosnih sinusih,2380,Posegi v nosnih sinusih
1113,Posegi v nožnici zaradi benigne patologije,2198,Posegi v nožnici zaradi benigne patologije
1111,Posegi v nožnici zaradi maligne patologije,2196,Posegi v nožnici zaradi maligne patologije
1378,Posegi v zunanjem ušesu,2372,Posegi v zunanjem ušesu
1329,Posegi v žlezah slinavkah in izvodilih,2381,Posegi v žlezah slinavkah in izvodilih
1316,Posegi zaradi nestabilnosti kolenskega sklepa,2403,Posegi zaradi nestabilnosti kolenskega sklepa
1290,"Posegi zaradi revizijske, specialne, tumorske endoproteze ostalih sklepov",2405,"Posegi zaradi revizijske, specialne, tumorske endoproteze ostalih sklepov"
1325,Posegi zaradi vnetja ortopedske proteze,2404,Posegi zaradi vnetja ortopedske proteze
1015,Postkoitalni test,2085,Postkoitalni test
2623,Postopek OBMP z darovanim semenom,3339,Postopek OBMP z darovanim semenom
2622,Postopek OBMP z darovanimi jajčnimi celicami,3338,Postopek OBMP z darovanimi jajčnimi celicami
1358,Posvet in svetovanje pri specialistu transfuzijske medicine,2391,Posvet in svetovanje pri specialistu transfuzijske medicine
912,Predoperativna UZ preiskava pazduhe (aksile),1947,Predoperativna UZ preiskava pazduhe (aksile)
2434,Predoperativna UZ preiskava pazduhe (aksile)  - otroci,3174,Predoperativna UZ preiskava pazduhe (aksile)  - otroci
3,Pregled dojk in nadaljnja obravnava - prvi,1003P,Pregled dojk in nadaljnja obravnava - prvi
1250,Pregled nosečnice na sekundarni ravni - perinatalni dnevni center,2341,Pregled nosečnice na sekundarni ravni - perinatalni dnevni center
1390,Pregled nosečnice zaradi sladkorne bolezni - prvi,2386P,Pregled nosečnice zaradi sladkorne bolezni - prvi
981,Pregled ob neplodnosti - moški - prvi,2183P,Pregled ob neplodnosti - moški - prvi
983,Pregled ob neplodnosti - ženske - prvi,2184P,Pregled ob neplodnosti - ženske - prvi
5,Pregled ob neplodnosti -par - prvi,1004P,Pregled ob neplodnosti -par - prvi
86,Pregled ob odvajanju odvisnosti od alkohola - prvi,1044P,Pregled ob odvajanju odvisnosti od alkohola - prvi
82,Pregled ob odvajanju odvisnosti od prepovedanih drog - prvi,1042P,Pregled ob odvajanju odvisnosti od prepovedanih drog - prvi
1136,Pregled prekanceroz v dentalni medicini,2221,Pregled prekanceroz v dentalni medicini
1356,"Pregled pri specialistu nuklearne medicine (pred nuklearno- medicinsko slikovno diagnostiko ali zdravljenjem, sledenje po zdravljenju)",2468,"Pregled pri specialistu nuklearne medicine (pred nuklearno- medicinsko slikovno diagnostiko ali zdravljenjem, sledenje po zdravljenju)"
1335,"Pregled ščitnice (vključuje UZ ščitnice, ob indikaciji scintigrafijo ščitnice z 99mTc-pertehnetatom, UZ vodeno tankoigelno biopsijo ščitnice) - prvi",2408P,"Pregled ščitnice (vključuje UZ ščitnice, ob indikaciji scintigrafijo ščitnice z 99mTc-pertehnetatom, UZ vodeno tankoigelno biopsijo ščitnice) - prvi"
2016,"Pregled ščitnice (vključuje UZ ščitnice, ob indikaciji scintigrafijo ščitnice z 99mTc-pertehnetatom, UZ vodeno tankoigelno biopsijo ščitnice) pri otroku - prvi",2768P,"Pregled ščitnice (vključuje UZ ščitnice, ob indikaciji scintigrafijo ščitnice z 99mTc-pertehnetatom, UZ vodeno tankoigelno biopsijo ščitnice) pri otroku - prvi"
1468,Pregled uda zaradi razjede - prvi,2494P,Pregled uda zaradi razjede - prvi
1922,Pregled v ambulanti za spolno zdravje - prvi,2686P,Pregled v ambulanti za spolno zdravje - prvi
1920,Pregled v ambulanti za tropske bolezni - prvi,2685P,Pregled v ambulanti za tropske bolezni - prvi
1243,Pregled v ambulanti za zdravljenje parastomalne kože - prvi,2328P,Pregled v ambulanti za zdravljenje parastomalne kože - prvi
1956,Pregled v ambulanti za zdravljenje z botulin toksinom - prvi,2731P,Pregled v ambulanti za zdravljenje z botulin toksinom - prvi
1454,Pregled v avdiovestibuloški ambulanti - dojenčki - prvi,2588P,Pregled v avdiovestibuloški ambulanti - dojenčki - prvi
1321,Pregled v avdiovestibuloški ambulanti - otroci do 5 let - prvi,2371P,Pregled v avdiovestibuloški ambulanti - otroci do 5 let - prvi
1197,Pregled v avdiovestibuloški ambulanti - prvi,2268P,Pregled v avdiovestibuloški ambulanti - prvi
1201,Pregled v foniatrični ambulanti - prvi,2269P,Pregled v foniatrični ambulanti - prvi
969,Pregled v razvojni nevrologiji - prvi,2008P,Pregled v razvojni nevrologiji - prvi
1902,Pregled za kirurške okužbe in diabetično stopalo - prvi,2673P,Pregled za kirurške okužbe in diabetično stopalo - prvi
1412,Pregled zaradi antirabičnega postopka (antirabična ambulanta) - prvi,2552P,Pregled zaradi antirabičnega postopka (antirabična ambulanta) - prvi
1912,Pregled zaradi motenj spanja - prvi,2681P,Pregled zaradi motenj spanja - prvi
1954,Pregled zaradi motenj spanja pri otroku - prvi,2730P,Pregled zaradi motenj spanja pri otroku - prvi
470,Preiskava evociranih odzivov živčnega sistema,1473,Preiskava evociranih odzivov živčnega sistema
516,Preiskava urinskega pretoka,1519,Preiskava urinskega pretoka
1143,Premolarizacija zoba,2228,Premolarizacija zoba
2621,Prenos odmrznjenih zarodkov,3337,Prenos odmrznjenih zarodkov
1262,Presejanje diabetične retinopatije,2325,Presejanje diabetične retinopatije
471,Preučevanje spanja,1474,Preučevanje spanja
2535,Priprava individualnega odmerka za intraarterijsko radioterapijo,3262,Priprava individualnega odmerka za intraarterijsko radioterapijo
515,Profilometrija uretralnega pritiska UPP,1518,Profilometrija uretralnega pritiska UPP
11,Proktološki pregled - prvi,1007P,Proktološki pregled - prvi
409,Prostata - transuretralna resekcija (TUR),1412,Prostata - transuretralna resekcija (TUR)
405,Prostatektomija (razen v primeru malignoma),1408,Prostatektomija (razen v primeru malignoma)
1233,Prostatektomija zaradi malignoma,2316,Prostatektomija zaradi malignoma
1524,Protetika in ortotika zgornjega uda ter rehabilitacija oseb po amputaciji zgornjega uda - prvi pregled,2531P,Protetika in ortotika zgornjega uda ter rehabilitacija oseb po amputaciji zgornjega uda - prvi pregled
1516,Protetika spodnjega uda - prvi pregled,2527P,Protetika spodnjega uda - prvi pregled
78,Psihiatrična obravnava  - prva,1040P,Psihiatrična obravnava  - prva
497,Psihoakustični testi,1500,Psihoakustični testi
1904,Psihogeriatični pregled - prvi,2675P,Psihogeriatični pregled - prvi
1252,PTA (perkutana transluminalna angioplastika),2329,PTA (perkutana transluminalna angioplastika)
298,PTCA (koronarna angiografija),1301,PTCA (koronarna angiografija)
76,Pulmološki pregled - prvi,1039P,Pulmološki pregled - prvi
116,Pulmološki pregled otroka - prvi,1058P,Pulmološki pregled otroka - prvi
2499,Pulmološki pregled zaradi astme - prvi,3219P,Pulmološki pregled zaradi astme - prvi
2497,Pulmološki pregled zaradi bolezni pljučnega intersticija - prvi,3218P,Pulmološki pregled zaradi bolezni pljučnega intersticija - prvi
2495,Pulmološki pregled zaradi cistične fibroze - prvi,3217P,Pulmološki pregled zaradi cistične fibroze - prvi
2493,Pulmološki pregled zaradi KOPB - prvi,3216P,Pulmološki pregled zaradi KOPB - prvi
1491,Pulmološki pregled zaradi pljučnega infiltrata - prvi,2515P,Pulmološki pregled zaradi pljučnega infiltrata - prvi
2491,Pulmološki pregled zaradi tuberkuloze - prvi,3215P,Pulmološki pregled zaradi tuberkuloze - prvi
718,Punkcija organa pod CT,1752,Punkcija organa pod CT
2430,Punkcija organa pod CT - otroci,3170,Punkcija organa pod CT - otroci
805,Punkcija organa pod MRI,1839,Punkcija organa pod MRI
2197,Punkcija organa pod MRI - otroci,2937,Punkcija organa pod MRI - otroci
1016,Punkcija plevralne votline,2086,Punkcija plevralne votline
1333,Radikalna ekscizija tumorja ustne votline,2382,Radikalna ekscizija tumorja ustne votline
1349,Radioimunoterapija ne-Hodgkinovih limfomov,2463,Radioimunoterapija ne-Hodgkinovih limfomov
1347,Radioizotopska mikcijska cistoureterografija (RIMCUG),2422,Radioizotopska mikcijska cistoureterografija (RIMCUG)
1282,Radionuklidna flebografija,2418,Radionuklidna flebografija
1352,Radionuklidna limfografija,2449,Radionuklidna limfografija
1284,Radionuklidna ventrikulografija,2415,Radionuklidna ventrikulografija
1304,Radionuklidno peptidno zdravljenje metastatskih tumorjev s prisotnimi somatostatinskimi receptorji,2462,Radionuklidno peptidno zdravljenje metastatskih tumorjev s prisotnimi somatostatinskimi receptorji
1300,Radionuklidno zdravljenje - drugo,2467,Radionuklidno zdravljenje - drugo
1363,Radionuklidno zdravljenje kostne bolečine zaradi kostnih zasevkov,2465,Radionuklidno zdravljenje kostne bolečine zaradi kostnih zasevkov
1369,Radionuklidno zdravljenje nevroendokrinih tumorjev z 131I-MIBG,2461,Radionuklidno zdravljenje nevroendokrinih tumorjev z 131I-MIBG
1393,Radiosinovioorteza,2466,Radiosinovioorteza
975,Razvojna ambulanta - prvi pregled,2016P,Razvojna ambulanta - prvi pregled
1463,Reedukacija FIT (funkcionalna inzulinska terapija) - individualna,2490,Reedukacija FIT (funkcionalna inzulinska terapija) - individualna
2625,Rehabilitacija bolnikov s kronično pljučno boleznijo,3341,Rehabilitacija bolnikov s kronično pljučno boleznijo
523,Rehabilitacija in detoksifikacija zaradi zlorabe alkohola in drog,1526,Rehabilitacija in detoksifikacija zaradi zlorabe alkohola in drog
548,Rehabilitacija in/ali reintegracija oseb z motnjami hranjenja in čustvenimi motnjami,1584,Rehabilitacija in/ali reintegracija oseb z motnjami hranjenja in čustvenimi motnjami
2525,Rehabilitacija otrok s specifičnimi motnjami in primanjkljaji,3252,Rehabilitacija otrok s specifičnimi motnjami in primanjkljaji
2576,Rehabilitacija otrok s specifičnimi motnjami in primanjkljaji - prvi pregled,3252P,Rehabilitacija otrok s specifičnimi motnjami in primanjkljaji - prvi pregled
1175,Rehabilitacija otrok z motnjami v razvoju,2241,Rehabilitacija otrok z motnjami v razvoju
2523,Rehabilitacija otrok z okvaro funkcije rok,3250,Rehabilitacija otrok z okvaro funkcije rok
2572,Rehabilitacija otrok z okvaro funkcije rok - prvi pregled,3250P,Rehabilitacija otrok z okvaro funkcije rok - prvi pregled
1399,Rehabilitacija pacientov z ekstrapiramidnimi boleznimi - prvi pregled,2542P,Rehabilitacija pacientov z ekstrapiramidnimi boleznimi - prvi pregled
2519,Rehabilitacijska diagnostika,3246,Rehabilitacijska diagnostika
2564,Rehabilitacijska diagnostika - prvi pregled,3246P,Rehabilitacijska diagnostika - prvi pregled
2527,Rehabilitaclja otrok z motnjo požiranja in hranjenja,3254,Rehabilitaclja otrok z motnjo požiranja in hranjenja
2580,Rehabilitaclja otrok z motnjo požiranja in hranjenja - prvi pregled,3254P,Rehabilitaclja otrok z motnjo požiranja in hranjenja - prvi pregled
435,Reinplantacija prstov in udov,1438,Reinplantacija prstov in udov
460,Rekonstrukcija dojke - avtologna,1463,Rekonstrukcija dojke - avtologna
461,Rekonstrukcija dojke z implantati,1464,Rekonstrukcija dojke z implantati
1293,Rekonstrukcija kolenskih vezi,2402,Rekonstrukcija kolenskih vezi
440,Rekonstrukcija oblike obraza,1443,Rekonstrukcija oblike obraza
456,Rekonstrukcija očesne votline z vsadkom,1459,Rekonstrukcija očesne votline z vsadkom
448,Rekonstrukcija razjed zaradi pritiska,1451,Rekonstrukcija razjed zaradi pritiska
560,Rektosigmoidoskopija,1596,Rektosigmoidoskopija
1202,Rektoskopija,2285,Rektoskopija
419,Reosteosinteza (OSM-ex in spongioplastika in OS),1422,Reosteosinteza (OSM-ex in spongioplastika in OS)
1150,Reponiranje luksiranega temporomandibularnega sklepa (TMS),2235,Reponiranje luksiranega temporomandibularnega sklepa (TMS)
327,Resekcija debelega črevesa,1330,Resekcija debelega črevesa
1970,Resekcija divertikla požiralnika,2748,Resekcija divertikla požiralnika
330,Resekcija ozkega črevesa,1333,Resekcija ozkega črevesa
343,Resekcija požiralnika z rekonstrukcijo,1346,Resekcija požiralnika z rekonstrukcijo
328,Resekcija rektosigme,1331,Resekcija rektosigme
1961,Resekcija sapnika,2739,Resekcija sapnika
861,Retrogradna pielografija,1895,Retrogradna pielografija
2251,Retrogradna pielografija - otroci,2991,Retrogradna pielografija - otroci
348,Retrogradna pieloskopija,1351,Retrogradna pieloskopija
1545,Retrogradna uretrografija,2482,Retrogradna uretrografija
2325,Retrogradna uretrografija - otroci,3065,Retrogradna uretrografija - otroci
436,Revaskularizacija prstov in udov,1439,Revaskularizacija prstov in udov
452,Revizija po mikrokirurških posegih,1455,Revizija po mikrokirurških posegih
368,Revizija po transplantaciji ledvice,1371,Revizija po transplantaciji ledvice
306,Revizije po operacijah na arterijah,1309,Revizije po operacijah na arterijah
296,"Revizije po operacijah na srcu (krvavitve, tamponade,…)",1299,"Revizije po operacijah na srcu (krvavitve, tamponade,…)"
291,Revizije po žilnih operacijah (razen arterije),1294,Revizije po žilnih operacijah (razen arterije)
1023,Revizijska operacija kolena,2105,Revizijska operacija kolena
1022,Revizijska operacija kolka,2104,Revizijska operacija kolka
1024,Revizijska operacija ramena,2106,Revizijska operacija ramena
2473,Revizijski poseg na hrbtenici,3214,Revizijski poseg na hrbtenici
88,Revmatološki pregled - prvi,1045P,Revmatološki pregled - prvi
126,Revmatološki pregled otroka - prvi,1063P,Revmatološki pregled otroka - prvi
438,Rinoplastika,1441,Rinoplastika
1087,Rinoskopija in sinusoskopija,2169,Rinoskopija in sinusoskopija
855,RTG abdomna,1889,RTG abdomna
2245,RTG abdomna - otroci,2985,RTG abdomna - otroci
1196,RTG celotne hrbtenice,2284,RTG celotne hrbtenice
2302,RTG celotne hrbtenice - otroci,3042,RTG celotne hrbtenice - otroci
2360,RTG celotne hrbtenice po protokolu za skoliozo - otroci,3100,RTG celotne hrbtenice po protokolu za skoliozo - otroci
837,RTG cervikalne hrbtenice,1871,RTG cervikalne hrbtenice
2227,RTG cervikalne hrbtenice - otroci,2967,RTG cervikalne hrbtenice - otroci
819,RTG dlani,1853,RTG dlani
2209,RTG dlani - otroci,2949,RTG dlani - otroci
847,RTG glave,1881,RTG glave
2237,RTG glave - otroci,2977,RTG glave - otroci
829,RTG gležnja,1863,RTG gležnja
2219,RTG gležnja - otroci,2959,RTG gležnja - otroci
830,RTG goleni,1864,RTG goleni
2220,RTG goleni - otroci,2960,RTG goleni - otroci
840,RTG hrbtenice v predelu L5-S1,1874,RTG hrbtenice v predelu L5-S1
2230,RTG hrbtenice v predelu L5-S1 - otroci,2970,RTG hrbtenice v predelu L5-S1 - otroci
842,RTG ključnice,1876,RTG ključnice
2232,RTG ključnice - otroci,2972,RTG ključnice - otroci
831,RTG kolena,1865,RTG kolena
2221,RTG kolena - otroci,2961,RTG kolena - otroci
834,RTG kolka,1868,RTG kolka
2224,RTG kolka - otroci,2964,RTG kolka - otroci
823,RTG komolca,1857,RTG komolca
2213,RTG komolca - otroci,2953,RTG komolca - otroci
2361,RTG levega zapestja - določanje kostne starosti,3101,RTG levega zapestja - določanje kostne starosti
851,RTG ličnice,1885,RTG ličnice
2241,RTG ličnice - otroci,2981,RTG ličnice - otroci
844,RTG lopatice,1878,RTG lopatice
2234,RTG lopatice - otroci,2974,RTG lopatice - otroci
839,RTG lumbosakralne hrbtenice,1873,RTG lumbosakralne hrbtenice
2229,RTG lumbosakralne hrbtenice - otroci,2969,RTG lumbosakralne hrbtenice - otroci
835,RTG medenice,1869,RTG medenice
2225,RTG medenice - otroci,2965,RTG medenice - otroci
824,RTG nadlahti,1858,RTG nadlahti
2214,RTG nadlahti - otroci,2954,RTG nadlahti - otroci
849,RTG nosa,1883,RTG nosa
2239,RTG nosa - otroci,2979,RTG nosa - otroci
852,RTG orbit,1886,RTG orbit
2242,RTG orbit - otroci,2982,RTG orbit - otroci
821,RTG os naviculare,1855,RTG os naviculare
2211,RTG os naviculare - otroci,2951,RTG os naviculare - otroci
854,RTG pc,1888,RTG pc
2244,RTG pc - otroci,2984,RTG pc - otroci
828,RTG petnice,1862,RTG petnice
2218,RTG petnice - otroci,2958,RTG petnice - otroci
850,RTG po schullerju,1884,RTG po schullerju
2240,RTG po schullerju - otroci,2980,RTG po schullerju - otroci
822,RTG podlahti,1856,RTG podlahti
2212,RTG podlahti - otroci,2952,RTG podlahti - otroci
832,RTG pogačice,1866,RTG pogačice
2222,RTG pogačice - otroci,2962,RTG pogačice - otroci
856,RTG požiralnika,1890,RTG požiralnika
2246,RTG požiralnika - otroci,2986,RTG požiralnika - otroci
846,RTG prsnice (sternuma),1880,RTG prsnice (sternuma)
2236,RTG prsnice (sternuma)  - otroci,2976,RTG prsnice (sternuma)  - otroci
826,RTG prstov nog,1860,RTG prstov nog
2216,RTG prstov nog - otroci,2956,RTG prstov nog - otroci
818,RTG prstov rok,1852,RTG prstov rok
2208,RTG prstov rok - otroci,2948,RTG prstov rok - otroci
891,RTG prvega vratnega vretenca (dens),1927,RTG prvega vratnega vretenca (dens)
2258,RTG prvega vratnega vretenca (dens) - otroci,2998,RTG prvega vratnega vretenca (dens) - otroci
825,RTG rame,1859,RTG rame
2215,RTG rame - otroci,2955,RTG rame - otroci
845,RTG reber,1879,RTG reber
2235,RTG reber - otroci,2975,RTG reber - otroci
836,RTG sakroiliakalnega sklepa - SIS,1870,RTG sakroiliakalnega sklepa - SIS
2226,RTG sakroiliakalnega sklepa - SIS - otroci,2966,RTG sakroiliakalnega sklepa - SIS - otroci
848,RTG sinusov,1882,RTG sinusov
2238,RTG sinusov - otroci,2978,RTG sinusov - otroci
892,RTG slikanje - paratireoidna serija,1928,RTG slikanje - paratireoidna serija
2259,RTG slikanje - paratireoidna serija - otroci,2999,RTG slikanje - paratireoidna serija - otroci
893,RTG slikanje - plazmocitomska serija,1929,RTG slikanje - plazmocitomska serija
2260,RTG slikanje - plazmocitomska serija - otroci,3000,RTG slikanje - plazmocitomska serija - otroci
247,RTG slikanje zob (razen ortopan),1250,RTG slikanje zob (razen ortopan)
2462,RTG slikanje zob (razen ortopan) - otroci,3202,RTG slikanje zob (razen ortopan) - otroci
890,RTG solzevodov,1926,RTG solzevodov
2257,RTG solzevodov - otroci,2997,RTG solzevodov - otroci
853,RTG spodnje čeljusti (mandibule),1887,RTG spodnje čeljusti (mandibule)
2243,RTG spodnje čeljusti (mandibule) - otroci,2983,RTG spodnje čeljusti (mandibule) - otroci
833,RTG stegnenice,1867,RTG stegnenice
2223,RTG stegnenice - otroci,2963,RTG stegnenice - otroci
843,RTG sternoklavikularnega sklepa,1877,RTG sternoklavikularnega sklepa
2233,RTG sternoklavikularnega sklepa - otroci,2973,RTG sternoklavikularnega sklepa - otroci
827,RTG stopala,1861,RTG stopala
2217,RTG stopala - otroci,2957,RTG stopala - otroci
838,RTG torakalne hrbtenice,1872,RTG torakalne hrbtenice
2228,RTG torakalne hrbtenice - otroci,2968,RTG torakalne hrbtenice - otroci
841,RTG trtice,1875,RTG trtice
2231,RTG trtice - otroci,2971,RTG trtice - otroci
820,RTG zapestja,1854,RTG zapestja
2210,RTG zapestja - otroci,2950,RTG zapestja - otroci
857,RTG želodca in dvanajstnika,1891,RTG želodca in dvanajstnika
2247,RTG želodca in dvanajstnika - otroci,2987,RTG želodca in dvanajstnika - otroci
1681,Sanitetni prevoz,1532,Sanitetni prevoz
1367,Scintigrafija celega telesa z  jodom 123I /131I,2437,Scintigrafija celega telesa z  jodom 123I /131I
1375,Scintigrafija celega telesa z 123I /131I-MIBG v diagnostiki tumorjev nevroektodermalnega izvora,2444,Scintigrafija celega telesa z 123I /131I-MIBG v diagnostiki tumorjev nevroektodermalnega izvora
2534,Scintigrafija celega telesa z 99mTc-MAA v sklopu predpriprave za SIRT,3261,Scintigrafija celega telesa z 99mTc-MAA v sklopu predpriprave za SIRT
1324,Scintigrafija- drugo,2451,Scintigrafija- drugo
1302,Scintigrafija kostnega mozga,2411,Scintigrafija kostnega mozga
1281,Scintigrafija miokarda z 123I-MIBG za opredelitev simpatične inervacije miokarda,2414,Scintigrafija miokarda z 123I-MIBG za opredelitev simpatične inervacije miokarda
1319,Scintigrafija možganov- dopaminskega prenašalca,2433,Scintigrafija možganov- dopaminskega prenašalca
1344,Scintigrafija obščitnic,2441,Scintigrafija obščitnic
1299,Scintigrafija parenhima jeter in vranice,2426,Scintigrafija parenhima jeter in vranice
1380,"Scintigrafija pljuč (ventilacijsko-perfuzijska, perfuzijska)",2419,"Scintigrafija pljuč (ventilacijsko-perfuzijska, perfuzijska)"
1339,Scintigrafija skeleta,2409,Scintigrafija skeleta
1381,Scintigrafija skorje nadledvičnic,2442,Scintigrafija skorje nadledvičnic
1391,Scintigrafija slinavk,2424,Scintigrafija slinavk
1292,Scintigrafija somatostatinskih receptorjev,2445,Scintigrafija somatostatinskih receptorjev
1303,Scintigrafija sredice nadledvičnic,2443,Scintigrafija sredice nadledvičnic
1317,Scintigrafija ščitnice s 99mTc- MIBI,2436,Scintigrafija ščitnice s 99mTc- MIBI
1318,"Scintigrafija ščitnice s 99mTc-pertehnetatom (s testom kopičenja, brez testa kopičenja)",2434,"Scintigrafija ščitnice s 99mTc-pertehnetatom (s testom kopičenja, brez testa kopičenja)"
1298,"Scintigrafija ščitnice z  jodom 123I /131I  (s testom kopičenja, brez testa kopičenja)",2435,"Scintigrafija ščitnice z  jodom 123I /131I  (s testom kopičenja, brez testa kopičenja)"
