Procedure Code,Procedure Name,Facility,Category,Waiting Days
1035P,Otorinolaringološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. JOŽETA POTRČA PTUJ,veryFast,43
1035P,Otorinolaringološki pregled - prvi,"Ordinacija za bolezni ušes, nosu in grla Miran Rakuš, dr.med.",veryFast,43
1035P,Otorinolaringološki pregled - prvi,"KSENIJA DE LORENZI,Zdravstvo in nepremičnine d.o.o",veryFast,43
1035P,Otorinolaringološki pregled - prvi,ZDRAVSTVENI DOM LJUBLJANA - CENTER,veryFast,43
1035P,Otorinolaringološki pregled - prvi,ZDRAVSTVENI DOM TRBOVLJE TRBOVLJE,veryFast,43
1035P,Otorinolaringološki pregled - prvi,ZDRAVSTVENI DOM RADLJE OB DRAVI,veryFast,55
1035P,Otorinolaringološki pregled - prvi,"Ordinacija za bolezni ušes, nosu in grla Bojan Rok, dr.med.",veryFast,57
1035P,Otorinolaringološki pregled - prvi,UKC LJUBLJANA KLINIKA ZA OTORINOLARINGOLOGIJO IN CERVIKOFACIALNO KIRURGIJO,veryFast,57
1035P,Otorinolaringološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,veryFast,57
1035P,Otorinolaringološki pregled - prvi,ZDRAVSTVENI DOM ORMOŽ,veryFast,62
1035P,Otorinolaringološki pregled - prvi,"CENTER ZA KOMUNIKACIJO, SLUH IN GOVOR PORTOROŽ",veryFast,74
1035P,Otorinolaringološki pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,veryFast,74
1035P,Otorinolaringološki pregled - prvi,CENTER ZA SLUH IN GOVOR MARIBOR,veryFast,76
1035P,Otorinolaringološki pregled - prvi,SPLOŠNA BOLNIŠNICA JESENICE,veryFast,88
1035P,Otorinolaringološki pregled - prvi,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,veryFast,88
1035P,Otorinolaringološki pregled - prvi,SŽ - ŽELEZNIŠKI ZDRAVSTVENI DOM LJUBLJANA,veryFast,89
1035P,Otorinolaringološki pregled - prvi,ZAVOD ZA GLUHE IN NAGLUŠNE LJUBLJANA,veryFast,90
1035P,Otorinolaringološki pregled - prvi,ZDRAVSTVENI DOM RAVNE NA KOROŠKEM,veryFast,97
1035P,Otorinolaringološki pregled - prvi,OZG ZDRAVSTVENI DOM RADOVLJICA,veryFast,135
1035P,Otorinolaringološki pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,veryFast,135
1035P,Otorinolaringološki pregled - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,veryFast,135
1035P,Otorinolaringološki pregled - prvi,GroMed otorinolaringologija d.o.o.,veryFast,139
1035P,Otorinolaringološki pregled - prvi,SPLOŠNA BOLNIŠNICA BREŽICE,veryFast,165
1036P,Parodontološki pregled - prvi,Zagode Pavel - privatna specialistična zobna ambulanta,regular,203
1036P,Parodontološki pregled - prvi,Ardens d.o.o.,regular,227
1036P,Parodontološki pregled - prvi,A.MLINAR d.o.o.-parodontologija Koper,regular,227
1036P,Parodontološki pregled - prvi,SIMED d.o.o. - zobozdravstvo,regular,227
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM LJUBLJANA - MOSTE - POLJE,regular,227
1036P,Parodontološki pregled - prvi,Dr.ČOK DENTAL ZOBOZDRAVSTVO d.o.o.,regular,288
1036P,Parodontološki pregled - prvi,UKC LJUBLJANA - STOMATOLOŠKA KLINIKA,regular,318
1036P,Parodontološki pregled - prvi,ORTHOS zavod za ortodontijo in maksilofacialno ortopedijo,regular,420
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM MURSKA SOBOTA,regular,439
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM LJUBLJANA - BEŽIGRAD,regular,469
1036P,Parodontološki pregled - prvi,Zdravstveni dom Radlje ob Dravi - zobozdravstvo,regular,500
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM CELJE – Zobozdravstvena dejavnost,regular,622
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM VELENJE,regular,653
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM ZOBOZDRAVSTVENO VARSTVO NOVA GORICA,regular,683
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM GORNJA RADGONA,regular,714
1036P,Parodontološki pregled - prvi,Zdravstveni dom Jesenice – zobna,regular,895
1036P,Parodontološki pregled - prvi,Parodontologija Igličar,regular,926
1036P,Parodontološki pregled - prvi,"IMJPerio parodontologija in implantologija d.o.o.,",regular,1139
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM DR. ADOLFA DROLCA MARIBOR,regular,1292
1036P,Parodontološki pregled - prvi,Mikuž d.o.o.,regular,1749
1036P,Parodontološki pregled - prvi,Ardens d.o.o.,fast,15
1036P,Parodontološki pregled - prvi,Zagode Pavel - privatna specialistična zobna ambulanta,fast,26
1036P,Parodontološki pregled - prvi,SIMED d.o.o. - zobozdravstvo,fast,43
1036P,Parodontološki pregled - prvi,ORTHOS zavod za ortodontijo in maksilofacialno ortopedijo,fast,56
1036P,Parodontološki pregled - prvi,"IMJPerio parodontologija in implantologija d.o.o.,",fast,57
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM LJUBLJANA - MOSTE - POLJE,fast,57
1036P,Parodontološki pregled - prvi,UKC LJUBLJANA - STOMATOLOŠKA KLINIKA,fast,74
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM VELENJE,fast,74
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM CELJE – Zobozdravstvena dejavnost,fast,74
1036P,Parodontološki pregled - prvi,Zdravstveni dom Jesenice – zobna,fast,104
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM MURSKA SOBOTA,fast,104
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM LJUBLJANA - BEŽIGRAD,fast,118
1036P,Parodontološki pregled - prvi,Zdravstveni dom Radlje ob Dravi - zobozdravstvo,fast,118
1036P,Parodontološki pregled - prvi,A.MLINAR d.o.o.-parodontologija Koper,fast,135
1036P,Parodontološki pregled - prvi,Dr.ČOK DENTAL ZOBOZDRAVSTVO d.o.o.,fast,165
1036P,Parodontološki pregled - prvi,Parodontologija Igličar,fast,227
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM GORNJA RADGONA,fast,288
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM DR. ADOLFA DROLCA MARIBOR,fast,349
1036P,Parodontološki pregled - prvi,Mikuž d.o.o.,fast,380
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM ZOBOZDRAVSTVENO VARSTVO NOVA GORICA,fast,469
1036P,Parodontološki pregled - prvi,A.MLINAR d.o.o.-parodontologija Koper,veryFast,0
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM CELJE – Zobozdravstvena dejavnost,veryFast,0
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM LJUBLJANA - BEŽIGRAD,veryFast,0
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM MURSKA SOBOTA,veryFast,0
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM VELENJE,veryFast,0
1036P,Parodontološki pregled - prvi,Mikuž d.o.o.,veryFast,0
1036P,Parodontološki pregled - prvi,Parodontologija Igličar,veryFast,0
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM LJUBLJANA - MOSTE - POLJE,veryFast,0
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM ZOBOZDRAVSTVENO VARSTVO NOVA GORICA,veryFast,0
1036P,Parodontološki pregled - prvi,"IMJPerio parodontologija in implantologija d.o.o.,",veryFast,0
1036P,Parodontološki pregled - prvi,Zagode Pavel - privatna specialistična zobna ambulanta,veryFast,7
1036P,Parodontološki pregled - prvi,UKC LJUBLJANA - STOMATOLOŠKA KLINIKA,veryFast,15
1036P,Parodontološki pregled - prvi,Zdravstveni dom Radlje ob Dravi - zobozdravstvo,veryFast,15
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM DR. ADOLFA DROLCA MARIBOR,veryFast,15
1036P,Parodontološki pregled - prvi,ORTHOS zavod za ortodontijo in maksilofacialno ortopedijo,veryFast,21
1036P,Parodontološki pregled - prvi,Zdravstveni dom Jesenice – zobna,veryFast,57
1036P,Parodontološki pregled - prvi,ZDRAVSTVENI DOM GORNJA RADGONA,veryFast,74
1038P,Plastično kirurški pregled  - prvi,KIRURŠKI CENTER TOŠ D.O.O.,regular,29
1038P,Plastično kirurški pregled  - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,regular,70
1038P,Plastično kirurški pregled  - prvi,Kirurški sanatorij Rožna dolina d.o.o.,regular,104
1038P,Plastično kirurški pregled  - prvi,"PLASTIČNA, REKONSTRUKCIJSKA IN ESTETSKA KIRURGIJA ARNEŽ D.O.O.",regular,117
1038P,Plastično kirurški pregled  - prvi,SPLOŠNA BOLNIŠNICA DR. JOŽETA POTRČA PTUJ,regular,149
1038P,Plastično kirurški pregled  - prvi,SIMED d.o.o. - zdravstvo,regular,165
1038P,Plastično kirurški pregled  - prvi,UKC LJUBLJANA KIRURŠKA KLINIKA,regular,227
1038P,Plastično kirurški pregled  - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,regular,257
1038P,Plastično kirurški pregled  - prvi,Plasticna kirurgija Janežič Tomaž Janežič s.p.,regular,349
1038P,Plastično kirurški pregled  - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,regular,380
1038P,Plastično kirurški pregled  - prvi,SPLOŠNA BOLNIŠNICA CELJE,regular,408
1038P,Plastično kirurški pregled  - prvi,KIRURŠKI CENTER TOŠ D.O.O.,fast,15
1038P,Plastično kirurški pregled  - prvi,Plasticna kirurgija Janežič Tomaž Janežič s.p.,fast,29
1038P,Plastično kirurški pregled  - prvi,SIMED d.o.o. - zdravstvo,fast,88
1038P,Plastično kirurški pregled  - prvi,"PLASTIČNA, REKONSTRUKCIJSKA IN ESTETSKA KIRURGIJA ARNEŽ D.O.O.",fast,89
1038P,Plastično kirurški pregled  - prvi,UKC LJUBLJANA KIRURŠKA KLINIKA,fast,104
1038P,Plastično kirurški pregled  - prvi,SPLOŠNA BOLNIŠNICA DR. JOŽETA POTRČA PTUJ,fast,104
1038P,Plastično kirurški pregled  - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,fast,111
1038P,Plastično kirurški pregled  - prvi,Kirurški sanatorij Rožna dolina d.o.o.,fast,118
1038P,Plastično kirurški pregled  - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,fast,196
1038P,Plastično kirurški pregled  - prvi,SPLOŠNA BOLNIŠNICA CELJE,fast,349
1038P,Plastično kirurški pregled  - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,fast,349
1038P,Plastično kirurški pregled  - prvi,KIRURŠKI CENTER TOŠ D.O.O.,veryFast,15
1038P,Plastično kirurški pregled  - prvi,Estetika Fabjan d.o.o. splošna in plastična kirurgija,veryFast,28
1038P,Plastično kirurški pregled  - prvi,Plasticna kirurgija Janežič Tomaž Janežič s.p.,veryFast,29
1038P,Plastično kirurški pregled  - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,veryFast,29
1038P,Plastično kirurški pregled  - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,veryFast,29
1038P,Plastično kirurški pregled  - prvi,SIMED d.o.o. - zdravstvo,veryFast,43
1038P,Plastično kirurški pregled  - prvi,SPLOŠNA BOLNIŠNICA DR. JOŽETA POTRČA PTUJ,veryFast,43
1038P,Plastično kirurški pregled  - prvi,SPLOŠNA BOLNIŠNICA CELJE,veryFast,74
1038P,Plastično kirurški pregled  - prvi,UKC LJUBLJANA KIRURŠKA KLINIKA,veryFast,74
1038P,Plastično kirurški pregled  - prvi,"PLASTIČNA, REKONSTRUKCIJSKA IN ESTETSKA KIRURGIJA ARNEŽ D.O.O.",veryFast,82
1038P,Plastično kirurški pregled  - prvi,Kirurški sanatorij Rožna dolina d.o.o.,veryFast,104
1038P,Plastično kirurški pregled  - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,veryFast,135
1039P,Pulmološki pregled - prvi,ZAVOD PULMORADIX,regular,7
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM RAVNE NA KOROŠKEM,regular,11
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM TOLMIN,regular,13
1039P,Pulmološki pregled - prvi,ARJANA MAČEK d.o.o.,regular,15
1039P,Pulmološki pregled - prvi,"Zasebna ambulanta za pljučne bolezni Alojz Horvat, dr.med.",regular,15
1039P,Pulmološki pregled - prvi,OBJEM ZDRAVJA d.o.o.,regular,15
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM DR. ADOLFA DROLCA MARIBOR,regular,15
1039P,Pulmološki pregled - prvi,Medicointerna d.o.o.,regular,15
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM AJDOVŠČINA,regular,18
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM KOPER CASA DELLA SANITA CAPODISTRIA,regular,22
1039P,Pulmološki pregled - prvi,"ALVEOLA D.O.O. ALBERT KLOBUČAR, DR. MED.",regular,22
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM VELENJE,regular,25
1039P,Pulmološki pregled - prvi,"VELOG, Zdravstveni center, d.o.o.",regular,26
1039P,Pulmološki pregled - prvi,"KARMEN KRAMER VRŠČAJ, dr.med., Internistična amb. Za pljučne in alergijske bolezni",regular,26
1039P,Pulmološki pregled - prvi,Zasebna internistično pulmološka ambulanta dr.Kata Paun,regular,27
1039P,Pulmološki pregled - prvi,KAMBIČ - KAFOL d.o.o.,regular,27
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM VRHNIKA,regular,27
1039P,Pulmološki pregled - prvi,"ZASEBNA INTERNISTICNO-PULMOLOŠKA AMBULANTA JASMINA PANJAN AVRAMOVIČ, DR.MED.,SPEC.INT.MED.",regular,27
1039P,Pulmološki pregled - prvi,Pulmedico d.o.o.,regular,29
1039P,Pulmološki pregled - prvi,MEDI PULMO d.o.o.,regular,29
1039P,Pulmološki pregled - prvi,UKC LJUBLJANA INTERNA KLINIKA,regular,29
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM IDRIJA,regular,29
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM CELJE – Specialistična dejavnost,regular,35
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM GROSUPLJE,regular,39
1039P,Pulmološki pregled - prvi,ZD KRŠKO,regular,41
1039P,Pulmološki pregled - prvi,DR.ŠEGOTA - PULMOLOG. D.O.O. SPECIALISTIČNE ZDRAVSTVENE STORITVE,regular,42
1039P,Pulmološki pregled - prvi,BOLNIŠNICA SEŽANA,regular,43
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM DOMŽALE,regular,43
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM ZAGORJE OB SAVI,regular,46
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM JESENICE,regular,53
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM-OSNOVNO VARSTVO NOVA GORICA,regular,54
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM LENART,regular,56
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM LENDAVA - EGESZSEGHAZ LENDVA,regular,57
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM LJUTOMER,regular,57
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM ORMOŽ,regular,60
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM PTUJ,regular,68
1039P,Pulmološki pregled - prvi,VERBOTEN KOPRIVA RENATA - ORDINACIJA INTERNE MEDICINE,regular,70
1039P,Pulmološki pregled - prvi,"Pulmovita, d.o.o.",regular,74
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM GORNJA RADGONA,regular,88
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM SEVNICA,regular,88
1039P,Pulmološki pregled - prvi,INTERNISTIČNO PULMOLOŠKA AMBULANTA Bombek .d.o.o.,regular,109
1039P,Pulmološki pregled - prvi,"PULMED, ambulanta za pljučne bolezni in alergije d.o.o.",regular,118
1039P,Pulmološki pregled - prvi,"REMEDA, MEDICINSKI CENTER DOMŽALE D.O.O.",regular,137
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM MURSKA SOBOTA,regular,151
1039P,Pulmološki pregled - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,regular,154
1039P,Pulmološki pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,regular,165
1039P,Pulmološki pregled - prvi,BOLNIŠNICA TOPOLŠICA,regular,165
1039P,Pulmološki pregled - prvi,AMBULANTA ARIA D.O.O.,regular,165
1039P,Pulmološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,regular,227
1039P,Pulmološki pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,regular,257
1039P,Pulmološki pregled - prvi,UNIVERZITETNA KLINIKA ZA PLJUČNE BOLEZNI IN ALERGIJO GOLNIK,regular,318
1039P,Pulmološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,regular,349
1039P,Pulmološki pregled - prvi,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,regular,380
1039P,Pulmološki pregled - prvi,OBJEM ZDRAVJA d.o.o.,fast,0
1039P,Pulmološki pregled - prvi,Medicointerna d.o.o.,fast,0
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM DR. ADOLFA DROLCA MARIBOR,fast,0
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM RAVNE NA KOROŠKEM,fast,5
1039P,Pulmološki pregled - prvi,ZAVOD PULMORADIX,fast,7
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM TOLMIN,fast,13
1039P,Pulmološki pregled - prvi,ARJANA MAČEK d.o.o.,fast,15
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM IDRIJA,fast,15
1039P,Pulmološki pregled - prvi,"Zasebna ambulanta za pljučne bolezni Alojz Horvat, dr.med.",fast,15
1039P,Pulmološki pregled - prvi,MEDI PULMO d.o.o.,fast,15
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM AJDOVŠČINA,fast,18
1039P,Pulmološki pregled - prvi,Zasebna internistično pulmološka ambulanta dr.Kata Paun,fast,18
1039P,Pulmološki pregled - prvi,"VELOG, Zdravstveni center, d.o.o.",fast,19
1039P,Pulmološki pregled - prvi,"ALVEOLA D.O.O. ALBERT KLOBUČAR, DR. MED.",fast,19
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM KOPER CASA DELLA SANITA CAPODISTRIA,fast,22
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM GROSUPLJE,fast,25
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM VRHNIKA,fast,25
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM VELENJE,fast,25
1039P,Pulmološki pregled - prvi,"KARMEN KRAMER VRŠČAJ, dr.med., Internistična amb. Za pljučne in alergijske bolezni",fast,26
1039P,Pulmološki pregled - prvi,KAMBIČ - KAFOL d.o.o.,fast,27
1039P,Pulmološki pregled - prvi,"ZASEBNA INTERNISTICNO-PULMOLOŠKA AMBULANTA JASMINA PANJAN AVRAMOVIČ, DR.MED.,SPEC.INT.MED.",fast,27
1039P,Pulmološki pregled - prvi,BOLNIŠNICA SEŽANA,fast,29
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM LJUTOMER,fast,29
1039P,Pulmološki pregled - prvi,Pulmedico d.o.o.,fast,29
1039P,Pulmološki pregled - prvi,DR.ŠEGOTA - PULMOLOG. D.O.O. SPECIALISTIČNE ZDRAVSTVENE STORITVE,fast,29
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM ZAGORJE OB SAVI,fast,33
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM CELJE – Specialistična dejavnost,fast,35
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM-OSNOVNO VARSTVO NOVA GORICA,fast,36
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM DOMŽALE,fast,39
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM GORNJA RADGONA,fast,39
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM PTUJ,fast,40
1039P,Pulmološki pregled - prvi,ZD KRŠKO,fast,41
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM SEVNICA,fast,43
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM LENDAVA - EGESZSEGHAZ LENDVA,fast,48
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM LENART,fast,49
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM JESENICE,fast,50
1039P,Pulmološki pregled - prvi,"Pulmovita, d.o.o.",fast,57
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM ORMOŽ,fast,60
1039P,Pulmološki pregled - prvi,VERBOTEN KOPRIVA RENATA - ORDINACIJA INTERNE MEDICINE,fast,67
1039P,Pulmološki pregled - prvi,UKC LJUBLJANA INTERNA KLINIKA,fast,88
1039P,Pulmološki pregled - prvi,AMBULANTA ARIA D.O.O.,fast,88
1039P,Pulmološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,fast,88
1039P,Pulmološki pregled - prvi,"PULMED, ambulanta za pljučne bolezni in alergije d.o.o.",fast,88
1039P,Pulmološki pregled - prvi,INTERNISTIČNO PULMOLOŠKA AMBULANTA Bombek .d.o.o.,fast,99
1039P,Pulmološki pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,fast,104
1039P,Pulmološki pregled - prvi,BOLNIŠNICA TOPOLŠICA,fast,118
1039P,Pulmološki pregled - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,fast,119
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM MURSKA SOBOTA,fast,124
1039P,Pulmološki pregled - prvi,"REMEDA, MEDICINSKI CENTER DOMŽALE D.O.O.",fast,133
1039P,Pulmološki pregled - prvi,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,fast,165
1039P,Pulmološki pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,fast,196
1039P,Pulmološki pregled - prvi,UNIVERZITETNA KLINIKA ZA PLJUČNE BOLEZNI IN ALERGIJO GOLNIK,fast,196
1039P,Pulmološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,fast,288
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM DR. ADOLFA DROLCA MARIBOR,veryFast,0
1039P,Pulmološki pregled - prvi,MEDI PULMO d.o.o.,veryFast,0
1039P,Pulmološki pregled - prvi,Medicointerna d.o.o.,veryFast,0
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM IDRIJA,veryFast,0
1039P,Pulmološki pregled - prvi,OBJEM ZDRAVJA d.o.o.,veryFast,0
1039P,Pulmološki pregled - prvi,ARJANA MAČEK d.o.o.,veryFast,0
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM ZAGORJE OB SAVI,veryFast,4
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM RAVNE NA KOROŠKEM,veryFast,5
1039P,Pulmološki pregled - prvi,DR.ŠEGOTA - PULMOLOG. D.O.O. SPECIALISTIČNE ZDRAVSTVENE STORITVE,veryFast,7
1039P,Pulmološki pregled - prvi,ZAVOD PULMORADIX,veryFast,7
1039P,Pulmološki pregled - prvi,Zasebna internistično pulmološka ambulanta dr.Kata Paun,veryFast,8
1039P,Pulmološki pregled - prvi,"VELOG, Zdravstveni center, d.o.o.",veryFast,12
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM TOLMIN,veryFast,13
1039P,Pulmološki pregled - prvi,"ALVEOLA D.O.O. ALBERT KLOBUČAR, DR. MED.",veryFast,13
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM KOPER CASA DELLA SANITA CAPODISTRIA,veryFast,14
1039P,Pulmološki pregled - prvi,"PULMED, ambulanta za pljučne bolezni in alergije d.o.o.",veryFast,15
1039P,Pulmološki pregled - prvi,Pulmedico d.o.o.,veryFast,15
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM SEVNICA,veryFast,15
1039P,Pulmološki pregled - prvi,"Pulmovita, d.o.o.",veryFast,15
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM LJUTOMER,veryFast,15
1039P,Pulmološki pregled - prvi,"Zasebna ambulanta za pljučne bolezni Alojz Horvat, dr.med.",veryFast,15
1039P,Pulmološki pregled - prvi,AMBULANTA ARIA D.O.O.,veryFast,15
1039P,Pulmološki pregled - prvi,"KARMEN KRAMER VRŠČAJ, dr.med., Internistična amb. Za pljučne in alergijske bolezni",veryFast,15
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM GORNJA RADGONA,veryFast,18
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM AJDOVŠČINA,veryFast,18
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM CELJE – Specialistična dejavnost,veryFast,18
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM-OSNOVNO VARSTVO NOVA GORICA,veryFast,21
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM VELENJE,veryFast,25
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM VRHNIKA,veryFast,25
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM GROSUPLJE,veryFast,25
1039P,Pulmološki pregled - prvi,"ZASEBNA INTERNISTICNO-PULMOLOŠKA AMBULANTA JASMINA PANJAN AVRAMOVIČ, DR.MED.,SPEC.INT.MED.",veryFast,26
1039P,Pulmološki pregled - prvi,KAMBIČ - KAFOL d.o.o.,veryFast,27
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM LENART,veryFast,28
1039P,Pulmološki pregled - prvi,UKC LJUBLJANA INTERNA KLINIKA,veryFast,29
1039P,Pulmološki pregled - prvi,BOLNIŠNICA SEŽANA,veryFast,29
1039P,Pulmološki pregled - prvi,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,veryFast,29
1039P,Pulmološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,veryFast,29
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM DOMŽALE,veryFast,32
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM LENDAVA - EGESZSEGHAZ LENDVA,veryFast,34
1039P,Pulmološki pregled - prvi,ZD KRŠKO,veryFast,36
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM ORMOŽ,veryFast,36
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM JESENICE,veryFast,39
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM PTUJ,veryFast,40
1039P,Pulmološki pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,veryFast,43
1039P,Pulmološki pregled - prvi,UNIVERZITETNA KLINIKA ZA PLJUČNE BOLEZNI IN ALERGIJO GOLNIK,veryFast,43
1039P,Pulmološki pregled - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,veryFast,47
1039P,Pulmološki pregled - prvi,INTERNISTIČNO PULMOLOŠKA AMBULANTA Bombek .d.o.o.,veryFast,47
